accent  age client_id   down_votes  gender  locale  path	sentence    up_votes	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01109.mp3	Ông tham Quang chỉ có một con, thế là nghĩa lý gì?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01110.mp3	Dung tựa bao lan nhìn xuống đường, tai vẫn lắng nghe...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01111.mp3	Chợt thấy có một tiếng nói người lớn dõng dạc:	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01112.mp3	- Em Thanh ngồi lui về phía sau cho em Hiền có chỗ để sách...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01113.mp3	Phúc!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01114.mp3	Trông vào sách đọc đi, chóng ngoan...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01115.mp3	Học đi nửa giờ thôi, rồi chú nói với cậu cho đi chơi Bờ Hồ ăn kem Nhật Bản.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01116.mp3	Đến bây giờ, Dung thấy rằng mười phần thì nàng đã cầm chắc đến chín rồi.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01117.mp3	Sự thấy ngờ ngợ của nàng đã biến đổi thành ra quả quyết.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01118.mp3	Cái giọng nói cương nhu ấy chính là giọng nói của anh phu hộ đê buổi xưa chứ không còn sai.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01119.mp3	- Thế bao giờ ông Cử được tha?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01120.mp3	- Bẩm ông tôi chết tại Côn Đảo đã lâu rồi.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01121.mp3	- Giáo Minh liệu có được tha không?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01122.mp3	- Bẩm chắc có, vì tin tức riêng chúng tôi nhận được cũng đã đích xác.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01123.mp3	- Thế thầy từ nay đừng có lôi thôi sinh sự với họ nữa nhé!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01124.mp3	Trong một phút, Dung đã trông thấy lại cảnh cha nàng thoạt đầu nạt nộ và sau dịu dàng với anh chàng phu phen đặc biệt ấy, cái điếm gạch sứt lở mà tường đầy những nét vẽ than và vẽ gạch non nguệch ngoạc nên hình những ông tướng Tam Quốc thô lỗ, ông tham lục lộ mặt sưng sỉa, những thầy tổng lý chạy nháo nhào trên mặt đê...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01125.mp3	- Thưa cô, cô là ai?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01126.mp3	- Một nàng tiên xuống cứu người lâm nạn.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01127.mp3	- Thưa cô...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01128.mp3	- Thôi, không được hỏi gì nữa!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01129.mp3	Trốn ngay đi cho mau.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01130.mp3	Nội đêm nay không khỏi vùng này ắt chết!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01131.mp3	Đi!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01132.mp3	- Tôi xin nhớ ơn cô đến chết...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01133.mp3	Dung lại trông thấy rõ người thiếu niên mặt mũi lem luốc vì giam hãm, với cái lô - cốt mập mờ cao sừng sững trong đêm khuya, mồi thuốc lào của anh lính cơ, tiếng bõm của chiếc chìa khóa ngục vừa rơi xuống nước giếng, cái âm u lặng lẽ của huyện đường.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01134.mp3	Nàng chợt rùng mình, lại vừa cảm thấy cái sung sướng trong cái sợ.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01135.mp3	Đích thị đó là người Dung đã cứu thoát tù tội rồi!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01136.mp3	Nào, nào, hỡi người kia!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01137.mp3	Hãy sửa soạn để mà bất kỳ trông thấy mặt ân nhân, nếu người không là kẻ vô ân!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01138.mp3	Dung vào chỗ cửa sổ, soi gương bằng miếng kính cửa để nén lại mấy sợi tóc, xốc lại cái cổ áo.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01139.mp3	Nàng sẽ cho người ấy thấy cảm giác mạnh bằng cách bất kỳ mở tung cửa, để người ấy trông thấy nàng như trông thấy sự xuất hiện của một nàng tiên.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01140.mp3	Tiếng vấp của hai cánh cửa sổ vào tường làm cho Phú ngẩng đầu lên.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01141.mp3	Dung nhìn sang tròng trọc, Phú thì trước còn ngơ ngác và sau thì lúng túng không biết nên xử trí thế nào...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01142.mp3	Dung vẫn nhìn sang bằng cặp mắt của người đã gia ân đàn hạch kẻ đã chịu ơn của mình.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01143.mp3	Phú hơi hơi cúi đầu như muốn kính cẩn chào mà lại còn e sợ.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01144.mp3	Dung hơi nhếch đôi môi, mỉm cười.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01145.mp3	Nhưng thấy thầy giáo của chúng đờ đẫn thế, mấy đứa trẻ vội quay nhìn về phía sau lưng...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01146.mp3	Dung gật đầu đáp, Phú lại với tay ra kéo hai cánh cửa.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01147.mp3	Vừa gặp lúc bà huyện kêu the thé:	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01148.mp3	- Sao chói mắt người ta thế, hở bà!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01149.mp3	Chương hai mươi hai	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01150.mp3	- Phú!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01151.mp3	Đi xem chớp bóng đi!	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01152.mp3	- Thôi, cám ơn...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01153.mp3	- Đi chơi cho vui chứ cảm ơn cảm iếc cái gì?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01154.mp3	- Tuần lễ nào cũng đi, thế nhiều quá...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01155.mp3	Cái chú này kể cũng ngộ thật nhỉ?	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01156.mp3	- Thôi để mời ông bà...	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01157.mp3	Quang xo vai, không bằng lòng lối xưng hô ấy.	1
vietnamese	twenties	1	0	male	data	tts_lines_part_19_line_01158.mp3	Chàng cho Phú vừa trẻ con, lại còn vừa nhà quê.	1
